eid	track_name	entity_code	track_id	artist_id	artist_name	artist_genre	artist_birth_date	artist_birth_place
4566	Peace - A Theme	m.0lwlhj	123810	3103	King Crimson			
4567	Nailed to the Wheel	m.01bbl83	123859	4023	Edguy			
4568	Believil	m.012ldgm	123866	1425	Bruce Dickinson	Male	1958-08-07	Worksop
4578	107 Reasons Why	m.0f2zcjm	124080	6747	Do Make Say Think			
4582	Good Enough Is Good Enough	m.0dtk83m	124107	5608	Sonata Arctica			
4583	I Set My Face to the Hillside	m.0mfsj0	124121	3112	Tortoise			
4584	Sleeping Dogs And Dead Lions	m.0f51m96	124139	17475	Oceansize			
4586	"Alone and Unaware	 the Landscape Was Transformed in Front of Our Eyes."	m.01dn59_	124158	15200	Red Sparowes			
4591	Miarches	m.0fqg1pp	124292	17553	Forest Swords			
4600	Snookered	m.0f4yqkp	124441	16633	Dan Deacon	Male	1981-08-28	West Babylon
4603	Search For Delicious	m.0dmm9nn	124555	18278	Panda Bear			
4611	Seeing You Off the Edges	m.0dnblvr	124806	7135	Eluvium	Male	2000-01-01	Tennessee
4614	Wholehearted Mess	m.0nnvgb7	124918	18387	Bear in Heaven			
4618	Valley Hump Crash	m.0fwn_hy	125057	11744	No Age			
4620	A Strangely Isolated Place	m.0q_9x9	125078	4113	Ulrich Schnauss	Male	1977-01-01	Kiel
4622	Your Path to Divinity	m.0_cqcv	125126	15202	Jesu			
4631	I due fiumi	m.0f86ysb	125815	4558	Ludovico Einaudi	Male	1955-11-23	Turin
4641	Ixnay on the Autoplay	m.0dzqzgd	126206	2173	Maybeshewill			
4648	Mad Blunted Jazz	m.023k_c_	126433	6105	DJ Cam	Male	1973-01-01	Paris
4659	Verdant Gaze	m.0nn6zfr	126768	18639	Crystal Stilts			
4672	Chorus of Trees	m.0f7jljc	127618	6249	Hammock			
4673	Floating Away in Every Direction	m.0f7jlkd	127624	6249	Hammock			
4674	The House Where We Grew Up	m.0f7jll6	127627	6249	Hammock			
4675	Freakbeat Phantom	m.0f2mnh2	127721	15096	The Rascals			
4679	Chicken-Bone Circuit	m.019q1c2	127801	6278	RJD2	Male	1976-05-27	Eugene
4682	Tadlock's Glasses	m.0nnfxyz	128041	1998	Beastie Boys			
4689	The Audio Pool	m.0ph5b1	128415	6047	The Album Leaf			
4690	Wet the Day	m.0ph59v	128416	6047	The Album Leaf			
4692	Strong and Wasted	m.0dsn375	128520	1696	M83			
4693	Wichita Sutra Vortex	m.0ms88s	128521	1682	Philip Glass	Male	1937-01-31	Baltimore
4700	Dress Up in You	m.016zl3h	128784	4117	Belle and Sebastian	Female	2001-11-03	Naju
4706	Not for Want of Trying	m.0dwng9x	129011	2173	Maybeshewill			
4711	Betraying Chino	m.0f31h4k	129088	2508	65daysofstatic			
4713	Brain Removal Device	m.019fnwg	129094	6122	Cannibal Corpse			
4714	Purification By Fire	m.019fnvl	129096	6122	Cannibal Corpse			
4721	Unitive Knowledge of The Godhead	m.0f80b_s	129330	17585	Om			
4726	Dungtitled (in A major)	m.0dy14h5	129441	6016	Stars of the Lid			
4735	Do Lado De Dentro	m.0qy6x_	129676	19681	Los Hermanos			
4740	Old days born anew	m.0dx_cjw	129787	17547	Textures			
4748	I'm Not Living in the Real World	m.0frp3bp	129877	4117	Belle and Sebastian	Female	2001-11-03	Naju
4750	Books Written For Girls	m.0v25pn	129904	9496	Camera Obscura			
4761	Tethered to the Polestar	m.0152tt8	130752	3042	Earth			
4763	Left in the Desert	m.0152ts5	130756	3042	Earth			
4765	How to Be Dead	m.0tqc1z	130857	1700	Snow Patrol			
4768	Subzero Fun	m.0z5_q3	130997	20018	Autolux			
4769	Before Destruction	m.0fw1qpv	130998	1789	Spoon			
4770	The Deadroads	m.0dxwnq8	131046	17007	The Rural Alberta Advantage			
4771	Ways to Make It Through the Wall	m.0nnp6n5	131056	9483	Los Campesinos!			
4779	Team Mate	m.010d_bn	131206	2789	Kaiser Chiefs			
4780	When Day Chokes The Night	m.0s4ks2	131213	6747	Do Make Say Think			
4783	Beyond the Sunrise	m.0lj4j6	131290	4117	Belle and Sebastian	Female	2001-11-03	Naju
4792	Peace - An End	m.0lwlj5	131617	3103	King Crimson			
4795	The Lord's Sedition	m.01djxzm	131725	6283	Deicide			
4797	Nonpareil of Favor	m.0dxmccj	131843	4719	of Montreal			
4809	Storm 3000	m.015wm53	132549	4855	Leftfield			
4813	Uptempo Venomous Poison	m.0mbbd7	132850	86	The Hives			
4837	Bunny Ain't No Kind Of Rider	m.0dq3ygr	133870	4719	of Montreal			
4840	Eighties Fan	m.0nk08h	133951	9496	Camera Obscura			
4851	666 Voices Inside	m.0dng4lh	134347	8008	Dark Funeral			
4858	And Embers Rise	m.0wv1b9	134720	89	Killswitch Engage			
4865	Prostatic Fluid Asphyxiation	m.0dwzypp	134857	20775	Whitechapel			
4868	The night they returned	m.0tn_xf	135066	20449	Kataklysm			
4895	Auburn and Ivory	m.01dsyvx	135713	2563	Beach House			
4896	Sunworshipper	m.016l7y0	135741	6946	Mylo	Male	1978-05-10	Broadford
4900	Goodbye Weekend	m.0_rvg2d	136150	10566	Mac DeMarco	Male	1990-04-30	Duncan
4901	Keys To the Hovercar	m.01dxnn_	136529	16104	Andy McKee	Male	1979-04-04	Topeka
4905	Chicago (adult contemporary easy listening version)	m.01bf1c0	137471	3059	Sufjan Stevens	Male	1975-07-01	Detroit
4908	Anyone/Anything	m.0y931z1	138031	15098	Touché Amoré			
4909	Praise/Love	m.0y9h6rw	138032	15098	Touché Amoré			
4914	m.A.A.d city	m.0skbrw4	138630	3263	Kendrick Lamar	Male	1987-06-17	Compton
4917	Deny the Absolute	m.0y69y9h	139150	17507	Pelican			
4919	Scratch Bass	m.0m3z80	139264	3650	Lamb	Female	1989-07-06	Brunswick
4932	A Homage to a Shame	m.01b06_x	141553	17475	Oceansize			
4933	Crowded Road	m.0ftmgcz	141554	19437	Kylesa			
4937	Bliss in Concrete	m.0d_22yw	141611	17507	Pelican			
4938	Back to Chapel Town	m.019zkjv	141615	12381	Cult of Luna			
4939	...it's just wide-open field.	m.0fwdvrx	141652	9220	Cloudkicker			
4942	Know Who You Are at Every Age	m.0lg6jx	141686	11180	Cocteau Twins			
4943	Ella Megalast Burls Forever	m.0l1ftc	141687	11180	Cocteau Twins			
4944	The Itchy Glowbo Blow	m.0l1fv0	141692	11180	Cocteau Twins			
4949	Pandora (For Cindy)	m.0lg6x1	141856	11180	Cocteau Twins			
4952	Musette and Drums	m.0rz3bh	141873	11180	Cocteau Twins			
4953	Multifoiled	m.0rz3b1	141875	11180	Cocteau Twins			
4954	In the Gold Dust Rush	m.0rz39m	141891	11180	Cocteau Twins			
4957	Thor's Stone	m.0wkl3yw	142660	17553	Forest Swords			
4959	Monstre Sacre	m.0lrz29	143838	15494	Stereolab			
4960	Tomorrow Is Already Here	m.0lrz1w	143840	15494	Stereolab			
4961	Olv 26	m.0lrz1f	143842	15494	Stereolab			
4963	Metronomic Underground	m.01dnrpk	143847	15494	Stereolab			
4964	Counterparts And Number Them	m.0qc797	144095	8920	Alexisonfire			
4965	Spiral Shadow	m.0ftmgds	144289	19437	Kylesa			
4969	Autumn into Summer	m.0133zfp	144311	17507	Pelican			
4974	Hexed All	m.0dp6kpj	144599	2200	Russian Circles			
4975	Swerve... the Reeping of All That Is Worthwhile (Noir Not Withstanding)	m.0xjdyq1	144704	22009	Shabazz Palaces			
4982	Hanging Moon	m.014qzjv	145099	2866	Converge			
4991	Oompa Radar	m.0s5r3_	145480	6130	Goldfrapp			
5007	Absinthe With Faust	m.0y9zlt	148127	6779	Cradle of Filth			
5013	In Her Blood	m.014qzjm	148376	2866	Converge			
5017	Further Ahead Of Warp	m.01byy9h	148602	19708	Envy			
5021	Dead Between the Walls	m.0d_22zx	148856	17507	Pelican			
5023	Ghosts of the Garden City	m.0dqwvq0	149061	13163	Caspian			
5024	so that the children will always shout her name	m.0f3cht2	149280	17510	Sleepmakeswaves			
5025	Transatlantic Foe	m.0sytw4	149284	14718	At the Drive-In			
5028	Constant Nothing	m.0g6dxpz	149695	21587	Joyce Manor			
5032	21st Dead Rats	m.0rk8vsn	149743	21587	Joyce Manor			
5035	Our Last Days as Children	m.0zvpjt	149822	1900	Explosions in the Sky			
5039	City Lights Scraped The Sky	m.0f41crt	149857	18161	Gifts From Enola			
5047	"Too Late	 All Gone"	m.0r9363j	150245	14809	How to Destroy Angels			
5055	Falling Out Of Love At This Volume	m.0ld54h	150552	2937	Bright Eyes			
5060	Stop Coming to My House	m.0rd8cb	150848	1871	Mogwai			
5063	Boring Machines Disturbs Sleep	m.0rd8bg	150863	1871	Mogwai			
5064	Killing All the Flies	m.0rd8b7	150864	1871	Mogwai			
5077	F/d	m.0ljlqp	151078	11237	Fugazi			
5080	Five Corporations	m.0ljlny	151085	11237	Fugazi			
5081	Place Position	m.0ljln8	151088	11237	Fugazi			
5089	Understand At All	m.0g8w715	151198	2805	Cloud Nothings			
5095	Am I Wry? No	m.0gbc2qs	151312	2583	Mew			
5106	E Trips	m.0f1khm6	151453	22753	Benga	Male	1986-11-28	Croydon
5108	But the Regrets Are Killing Me	m.0pw3kw	151561	15142	American Football			
5123	Ugly in the Morning	m.0lflsg	151872	18	Faith No More			
5124	Cuckoo for Caca	m.0lfls0	151874	18	Faith No More			
5128	More Than You Thought	m.0vc14p2	151913	15236	Flume	Male	1991-11-05	Sydney
5129	Trani	m.0z5z34	151973	185	Kings of Leon			
5136	Don't You Think I Do	m.0nn04ck	152303	4126	James Blake	Male	1979-12-28	Yonkers
5140	Robots in the Garden	m.0z5_q_	152347	20018	Autolux			
5156	I Came As A Rat	m.0vchhy	152702	2570	Modest Mouse			
5158	It's Kate's Birthday	m.0g2p7_y	152770	3241	Washed Out	Male	1982-10-03	Perry
5178	Ballad Of Sister Sue	m.0pql5f	153075	2828	Slowdive			
5179	Yasmin the Light	m.0nyz7t	153097	1900	Explosions in the Sky			
5189	Goodnight Bad Morning	m.0dmjqhp	153282	3079	The Kills			
5190	What New York Used to Be	m.0dmjqh4	153283	3079	The Kills			
5193	Murdermile	m.0_x20k	153295	3079	The Kills			
5194	Sweet Cloud	m.0_x203	153297	3079	The Kills			
5195	At the Back of the Shell	m.0_x1_x	153298	3079	The Kills			
5197	Pull a U	m.0pp3r7	153313	3079	The Kills			
5198	Miss Misery (Early Version)	m.0dqf03c	153346	3727	Elliott Smith	Male	1969-08-06	Omaha
5199	New Monkey	m.0dqf03k	153353	3727	Elliott Smith	Male	1969-08-06	Omaha
5208	Breath on a Window	m.0sj2dxw	153608	93	Alice in Chains			
5217	Stress Waves	m.0frc040	154073	12618	Oneohtrix Point Never	Male	1982-07-25	Boston
5218	Describing Bodies	m.0g1qkhl	154074	12618	Oneohtrix Point Never	Male	1982-07-25	Boston
5227	"Girl of 1	000 Dreams"	m.0gdx7pg	154480	4047	The Pains of Being Pure At Heart			
5231	Ging Gang Gong De Do Gong De Laga Raga	m.0v1_6wr	154516	3661	Rob Zombie	Male	1965-01-12	Haverhill
5237	The Fatal Impact	m.0fwqv50	154717	6138	Dead Can Dance			
5239	Cock-Rock Alienation	m.0138fy4	154814	6290	Napalm Death			
5240	Private Death	m.0dtk8p1	154818	6290	Napalm Death			
5245	God's Cop	m.011pkr9	155033	23151	Happy Mondays			
5253	O Superman (for Massenet)	m.0fr3c_b	155467	23311	Laurie Anderson	Female	1947-06-05	Chicago
5258	Radio Spiricom	m.01dv0m7	155769	11984	Tim Hecker	Male	1974-01-01	Vancouver
5271	Look at Me (When I Rock Wichoo)	m.0dtw_dg	156396	2498	Black Kids			
5285	Rules of Evidence	m.0xx506	156761	508	Stone Sour			
5289	Zero M2	m.0dw5h2b	156849	22753	Benga	Male	1986-11-28	Croydon
5294	Like a Perpetual Funeral	m.0tqf08m	156979	8443	My Dying Bride			
5303	Fortune Presents Gifts Not According to the Book	m.0mfphs	157081	6138	Dead Can Dance			
5304	The Song of the Sibyl	m.0m02ql	157082	6138	Dead Can Dance			
5326	Joke or a Lie	m.0wmyjcl	158485	23865	Sharon Van Etten	Female	1981-02-26	Belleville
5329	Seen How Things Are Hard	m.0dqf06v	158686	3727	Elliott Smith	Male	1969-08-06	Omaha
5333	You Never Should	m.0mz7sx	158896	2603	My Bloody Valentine			
5343	A Distorted Reality Is Now a Necessity to Be Free	m.0y5tw3	159357	3727	Elliott Smith	Male	1969-08-06	Omaha
5345	Bratty B	m.0fwyzmc	159388	1990	Best Coast			
5358	Occupied Tears	m.0k200dp	159875	475	Serj Tankian	Male	1967-08-21	Lebanon
5374	Vein of Stars	m.018rpzb	160304	2716	The Flaming Lips			
5376	Honey or Tar	m.0130qdz	160307	2436	CocoRosie			
5378	My Cosmic Autumn Rebellion	m.0f1djcf	160518	2716	The Flaming Lips			
5384	Inside It All Feels the Same	m.0zvpl3	160676	1900	Explosions in the Sky			
5385	An Ugly Fact of Life	m.0zvpk0	160678	1900	Explosions in the Sky			
5389	Lady Dada's Nightmare	m.0nmm2x2	160811	2590	MGMT			
5399	WakeUpFaggot	m.0gf027c	161133	23817	Earl Sweatshirt	Male	1994-02-24	Chicago
5400	Scientist Studies	m.0xc_vl	161158	2923	Death Cab for Cutie			
5411	"You Ride	 We Ride	 In My Ride"	m.0xq8f6	161580	4692	Hot Chip			
5413	Down with Prince	m.0xq8ds	161582	4692	Hot Chip			
5419	(Just Like We) Breakdown	m.01b5xg2	162185	4692	Hot Chip			
5420	In the Privacy of Our Love	m.0f16s4_	162187	4692	Hot Chip			
5421	Whistle for Will	m.0f1dw2g	162188	4692	Hot Chip			
5425	Out at the Pictures	m.0f1dw2n	162209	4692	Hot Chip			
5430	The Birth and Death of the Day (Jesu mix)	m.0dqmdxx	162551	1900	Explosions in the Sky			
5436	Summer Crane	m.0lyc3n	163020	21160	The Avalanches			
5438	A Different Feeling	m.0lyc2b	163026	21160	The Avalanches			
5439	Diners Only	m.0lyc23	163027	21160	The Avalanches			
5440	Can't Make a Sound	m.0yyyg8	163087	3727	Elliott Smith	Male	1969-08-06	Omaha
5443	The Color of Tempo	m.0q7nxp	163299	18506	Prefuse 73			
5444	Choking You	m.010xh5q	163301	18506	Prefuse 73			
5446	Da Funk / Daftendirekt	m.0dt402w	163504	320	Daft Punk			
5453	Return to Patagonia	m.0qp8qs	164085	24660	Lemon Jelly			
5459	Why Trust You	m.0r4l9s	164730	3588	Alice Cooper	Male	1948-02-04	Detroit
5462	Dose of Thunder	m.0lvcpb	164953	7499	The Replacements			
5467	My Heart Rate Rapid	m.0sj8ht5	165126	23182	Metronomy			
5478	Circles Of Mania	m.0ly98c	165429	16293	Coil			
5498	Song for Lindy	m.0lk7zb	166702	207	Fatboy Slim	Male	1963-07-16	London Borough of Bromley
5506	Why Are We Alive?	m.0pd9_b	167053	3999	Swans			
5510	Walk on Down	m.0lt39l	167135	148	Aerosmith			
5512	Scorpio Sword	m.0drx_yl	167321	2716	The Flaming Lips			
5514	Specters of the Future	m.0gd7rm2	167380	4096	Nicolas Jaar			
5516	Colomb	m.0gd97lj	167390	4096	Nicolas Jaar			
5517	WOUH	m.0nmj560	167395	4096	Nicolas Jaar			
5519	I Can See It (But I Can't Feel It)	m.0mz7tb	167528	2603	My Bloody Valentine			
5520	Nothing Much to Lose	m.0mz7t3	167529	2603	My Bloody Valentine			
5525	Winter '05	m.0dpmdqc	168076	2592	Ra Ra Riot			
5533	Anti-Orgasm	m.0dmj9c2	168936	1894	Sonic Youth			
5536	Ultravisitor	m.0tgb_0	169007	14932	Squarepusher	Male	1975-01-17	Chelmsford
5537	Life and How to Live It	m.0m3_mk	169065	259	R.E.M.			
5538	You're the Reason I'm Leaving	m.015l529	169093	1666	Franz Ferdinand			
5539	You Could Have It So Much Better	m.015l53d	169098	1666	Franz Ferdinand			
5542	Punch You In the Jeans	m.0rf2h6d	169228	9512	The Lonely Island			
5546	This. Here And Now. With You	m.0nmdlwk	169448	295	The Cure			
5565	Almost Always Is Nearly Enough	m.0mfskb	170796	3112	Tortoise			
5574	Electric Demons in Love	m.0132h82	171600	5833	Electric Six			
5576	Everything Is Fair	m.0lxl1h	171622	6100	A Tribe Called Quest			
5604	You'll Need Those Fingers for Crossing	m.0sgy2x5	173579	9483	Los Campesinos!			
5605	Flute Fruit	m.0p32hf	173705	10324	Shpongle			
5609	Returning the Screw	m.0ll773	174008	11237	Fugazi			
5610	Facet Squared	m.0ll76p	174010	11237	Fugazi			
5642	Dance of the Pseudo Nymph	m.0fx4nv_	175460	14088	Flying Lotus	Male	1983-10-07	Los Angeles
5644	Arkestry	m.0fx4nwj	175463	14088	Flying Lotus	Male	1983-10-07	Los Angeles
5645	Time Vampires	m.0f_n49y	175473	14088	Flying Lotus	Male	1983-10-07	Los Angeles
5646	FM Attention	m.0nnl96k	175615	10336	Emika	Female	1986-01-08	Milton Keynes
5653	Stormy High	m.0dprhlw	176096	16983	Black Mountain			
5664	Whispers and Lights	m.0sm8r9n	176949	361	Soilwork			
5665	Realm of the Wasted	m.0smwgxd	176951	361	Soilwork			
5670	No Past Lives	m.0wcx5f1	176993	17344	Baths			
5673	Flag of Fate	m.0wh8ddf	177088	17474	Witchcraft			
5676	As Grace Descends	m.0skdk_p	177094	17404	Suffocation			
5677	Eminent Wrath	m.0sm2tym	177095	17404	Suffocation			
5678	Purgatorial Punishment	m.0shz6y4	177096	17404	Suffocation			
5680	Eternity One Night Only	m.0dn23q6	177116	2584	Cut Copy			
5694	Suicide by Star	m.0111wjz	177358	25	God Is An Astronaut			
5700	Among Myselves	m.0lmm5p	177525	10617	The Future Sound of London			
5703	"Illuminate My Heart	 My Darling!"	m.0drq6sg	177755	18165	Yndi Halda			
5711	I Want It I Need It (Death Heated)	m.0ydvthj	177899	11033	Death Grips			
5721	Warm Eyelids	m.0fqzzgd	178581	8013	Motorama			
5725	You're Coming With Me	m.0whcxhn	178788	26725	The Agonist			
5726	Moon in Mercury	m.0drddsq	178827	7661	Moonspell			
5734	Diary of Always	m.0rv8_r	179064	4166	Biffy Clyro			
5751	Tears of a Mandrake	m.01bbl77	179504	4023	Edguy			
5758	Stadium Ice	m.0q5r1rx	179748	14932	Squarepusher	Male	1975-01-17	Chelmsford
5782	Foolsong	m.0k1s18v	180356	4681	Baroness			
5783	Stretchmarker	m.0k1s193	180360	4681	Baroness			
5785	Sea Lungs	m.0k1rztr	180381	4681	Baroness			
5791	Our Breath In Winter	m.0dmbgd5	180581	13163	Caspian			
5794	Pack of Thieves	m.0nl49tq	180758	2868	Enter Shikari			
5807	Anthem of Our Dying Day	m.0rkrxd	181048	7307	Story of the Year			
5808	Swallow the Knife	m.0rkry1	181049	7307	Story of the Year			
5809	Six Six Sixties	m.0r7ss9	181111	11059	Throbbing Gristle			
5816	Where Were U in '92?	m.0rh1x1m	181207	10330	Zomby			
5818	We Got the Sound	m.0rfpwm3	181248	10330	Zomby			
5819	"Fuck Mixing	 Let's Dance"	m.0nl7nz4	181249	10330	Zomby			
5820	Nights Of Arabia	m.0x_pxn	181308	3916	Kamelot			
5821	Facing That	m.0wg92s	181374	1696	M83			
5826	I Know Somethin (Bout You)	m.015lcgz	181557	93	Alice in Chains			
5832	A Looking in View	m.0dmxk43	181617	93	Alice in Chains			
5836	Of Scabs and Boils	m.0ybw6lz	181687	17817	Aborted			
5837	Fecal Forgery	m.0nn9lxd	181688	17817	Aborted			
5839	Take Me Back to Your House	m.01cqlfc	181715	4459	Basement Jaxx			
5851	Fade and Then Return	m.0sn1r8p	182160	13852	William Fitzsimmons	Male	1978-01-01	Pittsburgh
5853	The Colour of the Earth	m.0g71874	182264	3724	PJ Harvey	Female	1969-10-09	Corscombe
5860	Kingdom's Coming	m.0m2sw8	182514	1704	Bauhaus			
5861	Honeymoon Croon	m.0mssxb	182515	1704	Bauhaus			
5868	Love Is Blasphemy	m.0jgbrk0	182634	7661	Moonspell			
5872	Lua D'Inverno	m.0mhklh	182664	7661	Moonspell			
5875	Like Totally	m.0wk01jc	182674	4397	Gold Panda			
5876	After We Talked	m.0nmd8g3	182690	4397	Gold Panda			
5877	Before We Talked	m.0nk_9_m	182692	4397	Gold Panda			
5878	Same Dream China	m.0nm80pk	182694	4397	Gold Panda			
5895	Star Shaped	m.0mksmn	183508	520	Blur			
5897	La Collectionneuse	m.0rh2bws	183540	10236	Charlotte Gainsbourg	Female	1971-07-21	Marylebone
5908	Apologetic Shoulder Blades	m.0fr0czt	183669	17344	Baths			
5909	Guns of Summer	m.0fqrsz9	183686	1996	Coheed and Cambria			
5914	Valley of the Calm Trees	m.0fttl6k	183746	5041	Klaxons			
5915	Lately (Deuxième)	m.0ftnw_v	183758	26331	Memoryhouse			
5928	On the Streets I Ran	m.01967yn	184229	3136	Morrissey	Male	1959-05-22	Davyhulme
5936	Margaret On the Guillotine	m.0qqp84	184369	3136	Morrissey	Male	1959-05-22	Davyhulme
5937	Bengali in Platforms	m.0wrx7d	184375	3136	Morrissey	Male	1959-05-22	Davyhulme
5938	Used To Be A Sweet Boy	m.0rsp6h	184380	3136	Morrissey	Male	1959-05-22	Davyhulme
5941	Spring-Heeled Jim	m.0mp6dl	184387	3136	Morrissey	Male	1959-05-22	Davyhulme
5942	"You're the One for Me	 Fatty"	m.0n8p9v	184392	3136	Morrissey	Male	1959-05-22	Davyhulme
5950	Crepitating Bowel Erosion	m.0xzf5b	184483	5396	Carcass			
5954	Vomited Anal Tract	m.0lcmrf	184562	5396	Carcass			
5959	Somebody's Calling Me	m.0fw4k31	184640	4619	LCD Soundsystem			
5963	Take Your Carriage Clock and Shove It	m.012tbg1	184819	4117	Belle and Sebastian	Female	2001-11-03	Naju
5968	Paper Cup Exit	m.0_w4g0	184943	1894	Sonic Youth			
5972	I Think I Smell a Rat	m.0lyg9c	185035	132	The White Stripes			
5977	My Black Ass	m.0n14_k	185203	20605	Shellac			
5985	Coral Flower	m.0nlfg6t	185591	27187	Tamaryn	Female	1982-01-01	New Zealand
5995	Lay in a Shimmer	m.0nn19jq	186064	27337	Pantha du Prince	Male	1975-01-15	Bad Wildungen
5996	Fell into Your Shoes	m.0dv0nbk	186099	7907	Chevelle			
6002	Cloud Of Stink	m.0rjkhql	186201	4166	Biffy Clyro			
6008	I Am Trying Very Hard to Be Here	m.0dqvy3k	186307	8696	AFI			
6009	Get Fucked Stud	m.0dp9h15	186320	4166	Biffy Clyro			
6010	Love Has A Diameter	m.0dp9gzw	186321	4166	Biffy Clyro			
6025	Sad Transmission	m.0dq4y_n	187180	2542	The Raveonettes			
6028	Fountains And Tramways	m.0f3mck1	187326	5215	Beirut			
6031	Cry Flames	m.0nnz0yt	187392	26473	Rustie	Male	1983-01-04	Glasgow
6035	You're Not an Airplane	m.0m6dz9	187451	7492	Guided by Voices			
6042	He Took Her to a Movie	m.011gjrt	187505	2325	Ladytron			
6059	No Past Land	m.0nlnkqb	188207	27243	Russian Red	Female	1985-11-20	Madrid
6060	A Quick One Before the Eternal Worm Devours Connecticut	m.0dsnps6	188299	19656	Have a Nice Life			
6071	Sagrad прекрасный	m.0fy7mb0	188684	3960	Grimes	Female	1988-03-17	Vancouver
6072	Intor / Flowers	m.0g1f036	188687	3960	Grimes	Female	1988-03-17	Vancouver
6074	Venus in Fleurs	m.0fsmybn	188693	3960	Grimes	Female	1988-03-17	Vancouver
6076	My Sister Says the Saddest Things	m.0g0_04f	188773	3960	Grimes	Female	1988-03-17	Vancouver
6077	St. Exquisite's Confessions	m.0drfl7y	188860	4719	of Montreal			
6083	Dye The World	m.0rjg2pw	189232	16632	Smith Westerns			
6088	Up the Box	m.0y9wp6k	189604	27594	Andy Stott			
6095	Restless (Feat. Josh Homme)	m.0fv302p	189760	10112	UNKLE			
6096	"Holy Fucking Shit: 40	000"	m.0dw1__2	189782	19656	Have a Nice Life			
6097	Liiines	m.0gb7k5r	189914	27617	Ghostpoet	Male	1983-01-18	Coventry
6106	Dying Is Fine	m.0dpmdpz	190659	2592	Ra Ra Riot			
6108	Fall From the Stars	m.0fzs16b	190693	25	God Is An Astronaut			
6118	The Way That I Found You	m.011gjq8	191257	2325	Ladytron			
6120	Midnight Souls Still Remain	m.0d_5psw	191367	1696	M83			
6125	Egil saga	m.0_11vx	191828	6891	Faun			
6137	Gimme The Car	m.0lqmxq	192599	2520	Violent Femmes			
6145	Vamos (live)	m.0nxbk5	193163	2487	Pixies			
6146	Cape Dory	m.0g7yy3l	193250	10562	Tennis			
6148	Wanderluster	m.0nndzrb	193519	4161	Band of Skulls			
6154	De Soto De Son	m.0dwscpr	193995	4672	Animal Collective			
6167	"Early In The Morning	 I'll Come Calling"	m.0fsd5lg	194618	5986	James Vincent McMorrow	Male	1983-01-14	Dublin
6179	The Seer's Tower	m.0135nxg	194966	3059	Sufjan Stevens	Male	1975-07-01	Detroit
6182	Hospital for Souls	m.0s944rt	194973	8852	Bring Me the Horizon			
6184	And the Snakes Start to Sing	m.0s944nk	194991	8852	Bring Me the Horizon			
6189	Infinita tristeza	m.014fj6n	195375	3078	Manu Chao	Male	1961-06-21	Paris
6191	My Angel Lonely	m.0y9qskr	195469	23831	Wild Nothing	Male	2000-01-01	Blacksburg
6194	"O	 Lilac"	m.0nnzhdd	195472	23831	Wild Nothing	Male	2000-01-01	Blacksburg
6204	"At Least Give Me My Dreams Back	 You Negligent Whore!"	m.0__kmbq	195783	9169	Adept			
6207	In a Photograph	m.0dy8z7t	195871	10582	Suicide Silence			
6208	"Picture Perfect	 Pathetic"	m.0156096	195946	9178	Parkway Drive			
6210	Love And Mathematics	m.0pyds0	195968	5821	Broken Social Scene			
6218	Pawner	m.0nlnv_x	196184	28383	Polar Bear Club			
6223	We've Got Everything	m.0dv4dpk	196318	2570	Modest Mouse			
6225	Behind the Eightball	m.0n1mdp	196416	18673	Xploding Plastix			
6228	Race Car Ya-Yas	m.0lrvwy	196695	6270	Cake			
6238	In the Arms of Mercy	m.0g813ns	197184	28488	Times of Grace			
6249	Suspended From Class	m.0v25mx	197604	9496	Camera Obscura			
6253	Diamonds on the Face of Evil	m.0mr04h	197651	28331	Ugly Casanova			
6283	The Truth of a Liar	m.0f517g6	198662	8132	August Burns Red			
6291	Little Yellow Spider	m.0yx_tb	198783	16889	Devendra Banhart	Male	1981-05-30	Houston
6294	I Want to Be Cold	m.0m55pk	198968	17003	The Microphones			
6295	I Want Wind to Blow	m.0m55lq	198976	17003	The Microphones			
6296	Old Man Kensey	m.0m3_ms	199030	259	R.E.M.			
6300	Somebody Who	m.0ycy701	199106	20318	Au Revoir Simone			
6342	Love of the Loveless	m.0dszbbn	200508	2552	Eels			
6356	More Life in a Tramps Vest	m.01cxr8f	200872	1690	Stereophonics			
6362	Primitive Notion	m.0m33hd	200918	869	New Order			
6364	Seed to a Tree	m.0ldgmx	200966	2998	Blind Melon			
6365	Feathers And Down	m.0wq_yc	200970	4780	The Cardigans			
6368	WIXIW	m.0qh1616	201144	11305	Liars			
6369	Plaster Casts of Everything	m.0dpk3qy	201146	11305	Liars			
6371	The Exact Colour of Doubt	m.0rk6k5x	201150	11305	Liars			
6372	No.1 Against the Rush	m.0qfjs_3	201151	11305	Liars			
6373	Superman's Dead	m.0121r8_	201156	28849	Our Lady Peace			
6380	Feels Good At First	m.0j7fs62	201397	9875	Train			
6384	If I Had a Gun...	m.0qfx480	201491	28852	Noel Gallagher's High Flying Birds			
6388	"Love	 Reign o'er Me"	m.0lwvnq	201605	844	The Who			
6391	In Love With a Feeling	m.01611nm	201835	20031	Babyshambles			
6402	You and Me and One Spotlight	m.0dv820k	202215	3424	Yellowcard			
6412	Bon Idée	m.0vjjd8	202746	3137	Regina Spektor	Female	1980-02-18	Moscow
6413	One of THOSE Nights	m.0f995rx	202877	13309	The Cab			
