eid	pid	name	entity	artist_name	artist_genre	artist_birth_date	artist_birth_place
7757	279122	Holy Hell	m.0f7pqm1	Possessed			
7758	279154	The Funeral Seemed To Be Endless	m.0s5xjl	Marduk			
7759	279171	Code Blue	m.0l52c_	T.S.O.L.			
7760	279220	Electro-Violence	m.0q49sf	Overkill			
7761	279240	Gardens of the Sinner	m.01137zm	Gamma Ray			
7762	279259	Scorbutics	m.0dv3wdv	Asphyx			
7763	279275	Bloodfrozen	m.0l5drd	Dark Funeral			
7764	279631	Bitch, Don't Kill My Vibe	m.0sk07xj	Kendrick Lamar	Male	1987-06-17	Compton
7765	279740	Damnation	m.0lcn4_	Morbid Angel			
7766	279744	Visions from the Dark Side	m.0lcn3x	Morbid Angel			
7768	279834	Smokin' In The Boys Room	m.0p7p86	Mötley Crüe			
7769	279848	Cleansing Fire	m.0ftl7nl	Gorgoroth			
7770	279849	New Breed	m.0fv92dc	Gorgoroth			
7771	279867	Procession to Golgatha	m.0m2jpw	Sodom			
7772	279870	Mayhem	m.0lps_q	Sepultura			
7773	280122	Valley Forge	m.0zy6f1	Iced Earth			
7774	280126	When The Eagle Cries	m.0zy6dd	Iced Earth			
7775	280261	Silence When You Speak to Me	m.0y8_3zc	Motörhead			
7776	280262	Going to Mexico	m.0y9l959	Motörhead			
7777	280264	Death Machine	m.0y9012v	Motörhead			
7778	280267	Lost Woman Blues	m.0ybk38d	Motörhead			
7779	280355	Eternal Circle	m.0qhbd3t	Drudkh			
7780	280406	Fertile Green	m.0q8703s	High on Fire			
7781	280420	The Old Ghost in the Well	m.0dzsc_8	ColdWorld			
7782	280424	This Empty Life	m.0dtqclg	ColdWorld			
7783	280482	The Betrayal	m.0nl8n0m	Fleshgod Apocalypse			
7784	280483	The Egoism	m.0nm2by8	Fleshgod Apocalypse			
7785	280484	The Violation	m.0rk9qyg	Fleshgod Apocalypse			
7786	280487	The Hypocrisy	m.0rgdhg7	Fleshgod Apocalypse			
7787	280508	My Stigmas Bleeding Black	m.0f2x998	Behexen			
7788	280509	And All Believers Shall Be Damned	m.0f2x98_	Behexen			
7789	280513	Demonic Fleshtemple	m.0dnkr6n	Behexen			
7790	280514	Born in the Serpent of the Abyss	m.0f2x95h	Behexen			
7791	280522	Towards the Sun	m.0wt7h_n	Fleshgod Apocalypse			
7792	280540	Dragons of Time	m.0vym3k	Summoning			
7793	280710	Silver Fox	m.0pm4kb	RJD2	Male	1976-05-27	Eugene
7794	280718	Salud	m.019q19b	RJD2	Male	1976-05-27	Eugene
7795	280729	She Rides	m.0m4h6j	Danzig			
7796	280742	All The Fools Sailed Away	m.0ls4pm	Dio	Male	1988-05-31	Amsterdam
7797	280854	Not of This World	m.0m4h69	Danzig			
7798	280872	My Hero	m.0q5jqzr	Dropkick Murphys			
7799	280877	Kill as One	m.0nbv52	Death Angel			
7800	280879	Evil Priest	m.010mn2l	Death Angel			
7801	280906	Hollo	m.0v__5yz	Kalmah			
7802	280925	Dying Victims	m.0v6p6r	Kreator			
7803	280926	Living In Fear	m.0rcft1	Kreator			
7804	281034	Do Anything You Want To	m.0n872v	Thin Lizzy			
7805	281100	Ukrainian Insurgent Army	m.01bx5n7	Drudkh			
7806	281156	Necromancer	m.0ngbm9	Sepultura			
7807	281248	Black Smoke Rise	m.0tx7fl1	Wooden Shjips			
7808	281317	Old Fangs	m.0fsfyb_	Black Mountain			
7809	281318	Carnage in the Temple of the Damned	m.0vbjbw	Deicide			
7810	281358	Rock It	m.0nc7w7	Motörhead			
7811	281376	Barroom Hero	m.0mh43k	Dropkick Murphys			
7812	281396	Insomnia For Months	m.0dncvbq	Kylesa			
7813	281403	Tsunami	m.0lhzh8	Manic Street Preachers			
7814	281404	Ready For Drowning	m.0m0f6c	Manic Street Preachers			
7815	281418	Spillage	m.0nnxrh	Minutemen			
7816	281421	No Exchange	m.0nnxqv	Minutemen			
7817	281423	Please Don't Be Gentle With Me	m.0125knm	Minutemen			
7818	281425	The Roar of the Masses Could Be Farts	m.0125kmr	Minutemen			
7819	281429	Take 5, D.	m.0nnxnn	Minutemen			
7820	281430	The Glory of Man	m.0nnxnf	Minutemen			
7821	281446	#1 Hit Song	m.0nnxkc	Minutemen			
7822	281447	Cohesion	m.0nnxjy	Minutemen			
7823	281448	Viet Nam	m.0125kgq	Minutemen			
7824	281461	Death Trap	m.0nh0vx	Pantera	Male	1964-02-03	Santiago de Querétaro
7825	281506	Set Me Straight	m.0mnxc0	Melvins			
7826	281678	Sins of Omission	m.0vrvx5	Testament			
7827	281705	Sad Fuzz	m.0fy6jp_	Ty Segall	Male	1987-06-08	Laguna Beach
7828	281773	Malpractice	m.0mwzrq	Testament			
7829	281789	Absence of Light	m.0mwzr8	Testament			
7830	281791	Face in the Sky	m.0mwzqm	Testament			
7831	281796	Greenhouse Effect	m.0mk4h6	Testament			
7832	281801	Hypnosis	m.0lrkht	Testament			
7833	281852	Dawn of the Angry	m.0lcczy	Morbid Angel			
7834	281879	Desolate Ways	m.0lcnts	Morbid Angel			
7835	281881	Unholy Blasphemies	m.0lcntb	Morbid Angel			
7836	281994	Hollowman	m.0_3tnr	Entombed			
7837	282111	Sandstorm	m.0drk6nz	Torche			
7838	282249	Nature's Predators	m.0dncvdp	Kylesa			
7839	282328	One At A Time	m.0qs2g6m	Unknown Mortal Orchestra			
7840	282333	Devoid Of Redemption	m.0x105gf	Pallbearer			
7841	282334	Foreigner	m.0x5fn_y	Pallbearer			
7842	282419	Rebirth of Humanity	m.0lcnp5	Bolt Thrower			
7843	282424	The Shreds of Sanity	m.0lcnmw	Bolt Thrower			
7844	282440	Marshmallow World	m.0mm32j	Darlene Love	Female	1941-07-26	Los Angeles
7845	282441	Sleigh Ride	m.0mm329	The Ronettes			
7846	282459	Prophet of Hatred	m.0n91zz	Bolt Thrower			
7847	282460	Realm Of Chaos	m.0fsbvn2	Bolt Thrower			
7848	282482	Celestial Sanctuary	m.0rdvvv	Bolt Thrower			
7849	282496	The Ivth Crusade	m.0rdvt2	Bolt Thrower			
7850	282499	Forever Fallen	m.01dj4sg	Bolt Thrower			
7851	282500	Silent Demise	m.01dj4s7	Bolt Thrower			
7852	282502	Graven Image	m.01dj4rt	Bolt Thrower			
7853	282504	When Glory Beckons	m.01dj4rc	Bolt Thrower			
7855	282517	Honour	m.0tymk6	Bolt Thrower			
7856	282525	Till Death Do Us Part	m.0f3h69p	Deicide			
7857	282561	In the Fog: I	m.0gd88kq	Tim Hecker	Male	1974-01-01	Vancouver
7858	282602	Noctuary	m.0qgysd	Bonobo	Male	1976-03-30	Brighton
7859	282603	Black Sands	m.0ftsthv	Bonobo	Male	1976-03-30	Brighton
7860	282607	1009	m.0f_11k7	Bonobo	Male	1976-03-30	Brighton
7861	282690	In Remembrance	m.0lcnv6	Morbid Angel			
7862	282692	Hardening of the Arteries	m.0l4jzm	Slayer			
7863	282698	Meaningless Movements	m.0l1hv0	Sepultura			
7864	282699	Subtraction	m.0lpt3n	Sepultura			
7865	282716	Black Fairy	m.0177kgg	Therion			
7866	282793	Burn My Coffin	m.0vw30t	Marduk			
7867	282989	Confessional Rape	m.0ngmlr	Deicide			
7868	283000	Bible Basher	m.0vbjgl	Deicide			
7869	283111	Nothing Here	m.0ycgsfp	Holy Other			
7870	283221	Love Me Forever	m.0z2bbm	Motörhead			
7871	283250	The Abyss	m.0mvnlp	Sepultura			
7872	283381	Forsaken	m.0120s2f	Converge			
7873	283422	Your Mama Don't Dance	m.0ls48y	Poison			
7874	283439	Mental Hemorrhage	m.0dp671z	Suffocation			
7875	283491	Sacred Sands	m.0q6z4yd	Allah-Las			
7876	283624	Monolith	m.0xz1qy	Cannibal Corpse			
7877	283625	Orgasm Through Torture	m.010lnrm	Cannibal Corpse			
7879	283638	Golden Dawn	m.0x7v858	Goat			
7880	283652	Absolute Hatred	m.010lnr5	Cannibal Corpse			
7881	283653	Bloodlands	m.0l5rxv	Cannibal Corpse			
7882	283662	Slain	m.0tzvbd	Cannibal Corpse			
7883	283669	Blunt Force Castration	m.0tzv9z	Cannibal Corpse			
7884	283676	To Decompose	m.0nnt0rw	Cannibal Corpse			
7885	283682	Followed Home Then Killed	m.0rgq3hg	Cannibal Corpse			
7886	283686	Scourge of Iron	m.0qjt438	Cannibal Corpse			
7887	283689	Split Wide Open	m.011pt5j	Cannibal Corpse			
7888	283798	Procreating Satan	m.0vsr7_	Gorgoroth			
7889	283801	Possessed (By Satan)	m.0w09qp	Gorgoroth			
7890	283825	Will To Power	m.013fv_1	Gorgoroth			
7891	283829	Litani til Satan	m.013fvz5	Gorgoroth			
7892	284098	Lycanthropy	m.0n36g6	Six Feet Under			
7893	284110	Eyes of Wrath	m.0shklp	Testament			
7894	284114	Native Blood	m.0108knsy	Testament			
7895	284132	Supertouch/Shitfit	m.0dw5ydl	Bad Brains			
7896	284187	Modern Iconoclasts	m.0qtsh2	Behemoth			
7897	284190	The Sermon to the Hypocrites	m.0tsjbb	Behemoth			
7898	284203	Lasy Pomorza	m.0_36pq	Behemoth			
7899	284270	The Tongue	m.0wh3zcp	Ty Segall Band			
7901	284392	Arcade Robot	m.0dv843r	Boys Noize	Male	1982-08-22	Hamburg
7902	284417	Ares	m.0g0vz7f	Emancipator	Male	1987-05-27	New York City
7903	284462	Teardrops	m.0drhkqv	The xx			
7904	284502	Darkroom	m.0m9bmz	Archive			
7905	284512	Kemikal Girl	m.012__hl	Flunk			
7906	284526	Big Calm	m.0lwbm9	Morcheeba			
7907	284663	American Daydream	m.0pd1t5j	Electric Guest			
7908	284685	Everybody Loves a Loser	m.013b_v_	Morcheeba			
7909	284714	You Will Never Know	m.0nlq9wc	Imany	Female	1979-04-05	Martigues
7910	284715	Don't Deny Your Heart	m.0jygmtn	Hot Chip			
7911	284761	The Ballad of Leonard and Charles	m.0rgmwvb	Exodus	Male	1984-06-08	Kampala
7912	284768	A Million Light Years Away	m.0lpkrv	Stratovarius			
7913	284775	Stuck	m.0nn_kcj	Caro Emerald	Female	1981-04-26	Amsterdam
7914	284881	Unknown Awareness	m.0dncvcj	Kylesa			
7915	284951	Good Intent	m.0jfbzdf	Kimbra	Female	1990-03-27	Hamilton
7916	284954	Two Way Street	m.0jfbzd7	Kimbra	Female	1990-03-27	Hamilton
7917	285052	Weary Blues	m.0ypryb	Madeleine Peyroux	Female	1973-01-01	Athens
7918	285180	Leisure Suite	m.01d5kph	Feist	Female	1976-02-13	Amherst
7919	285182	One Two Three Four	m.0f2yn2j	Feist	Female	1976-02-13	Amherst
7920	285237	Blister in the Sun	m.0fg247q	Nouvelle Vague			
7921	285240	God Save the Queen	m.0dvs6ff	Nouvelle Vague			
7922	285298	Ghetto Gospel	m.0rf0ttx	Killer Mike	Male	1975-04-20	Atlanta
7923	285323	To Remain Tombless	m.01dmvq9	My Dying Bride			
7924	285329	Sarcastic Existence	m.0q8fj5	Sepultura			
7925	285332	Mimizan	m.0fy0l2j	Beirut			
7926	285376	Hang on Little Tomato	m.0186sr9	Pink Martini			
7927	285406	Robbin Hood Theory	m.0nyrpc	Gang Starr			
7928	285448	Perception	m.0dncvd8	Kylesa			
7929	285450	Said And Done	m.0dncvd2	Kylesa			
7930	285494	Be Good to Me	m.0fxr3v6	Sia	Female	1975-12-18	Adelaide
7931	285618	Hey Eugene	m.0fc6tqd	Pink Martini			
7932	285809	Beyond the Cemetery	m.011pt6m	Cannibal Corpse			
7933	285813	Necropedophile	m.011pt5r	Cannibal Corpse			
7934	286043	Angel Of Mercy	m.0nnfny	Hammerfall			
7935	286165	The Space Between	m.0vfm2s	Zero 7			
7936	286166	When It Falls	m.0vfm2k	Zero 7			
7937	286250	Loose Ends	m.013h9wg	Imogen Heap	Female	1977-12-09	Harold Wood
7938	286438	Tonight The Streets Are Ours	m.0fftmmk	Richard Hawley	Male	1967-01-17	Sheffield
7939	286468	High Times	m.0q75_c	Jamiroquai			
7940	286529	Bossa Per Due	m.0rwp8c	Nicola Conte	Male	1964-01-01	Bari
7941	286541	Enchanted by the Moon	m.0tqf32h	Amorphis			
7942	286543	Shades Of Gray	m.0tsdz93	Amorphis			
7943	286544	Addicted	m.01260y9	Kelly Clarkson	Female	1982-04-24	Fort Worth
7944	286630	Wandering Limbs	m.0jfbzhc	Kimbra	Female	1990-03-27	Hamilton
7945	286631	Plain Gold Ring	m.0jfbzf1	Kimbra	Female	1990-03-27	Hamilton
7947	286645	Sacrificed	m.0138fqt	Napalm Death			
7948	286649	M.A.D.	m.0138fw5	Napalm Death			
7949	286654	Pseudo Youth	m.0138ftw	Napalm Death			
7950	286659	Point of No Return	m.0138fsk	Napalm Death			
7951	286660	Prison Without Walls	m.0138fsb	Napalm Death			
7952	286666	Multinational Corporations	m.0138fph	Napalm Death			
7953	287070	Blind My Mind	m.012__g8	Flunk			
7954	287157	The Snow in My Hand	m.0wrwqb	My Dying Bride			
7955	287158	The Songless Bird	m.0dtbcbd	My Dying Bride			
7956	287160	And My Fury Stands Ready	m.0vpnfr	My Dying Bride			
7957	287161	The Blue Lotus	m.013gw2r	My Dying Bride			
7958	287165	The Scarlet Garden	m.0vpndn	My Dying Bride			
7959	287168	Death Triumphant	m.0rh5vjp	My Dying Bride			
7960	287221	My Body, a Funeral	m.0nmzt5b	My Dying Bride			
7961	287225	Like Gods of the Sun	m.0w251w	My Dying Bride			
7962	287227	My Hope, the Destroyer	m.0m4zfg	My Dying Bride			
7963	287381	As I Am (Intro)	m.0dydfz8	Alicia Keys	Female	1981-01-25	Hell's Kitchen
7964	287384	Cry Me a River	m.0fr7cx2	Michael Bublé	Male	1975-09-09	Burnaby
7965	287492	Snakebite	m.0m9zy5	Alice Cooper	Male	1948-02-04	Detroit
7966	287547	Where Is My Love	m.0189l0v	Cat Power	Female	1972-01-21	Atlanta
7967	287556	Ruby Blue	m.015txyf	Róisín Murphy	Female	1973-07-05	Arklow
7969	287646	Jam for Jerry	m.0nmtgrl	Holy Ghost!			
7970	287747	An Elegy of Icaros	m.0q2dy_	Emperor			
7971	287837	Healing Subconsciously	m.014nnf4	Volbeat			
7972	287847	Rebel Monster	m.014nnbr	Volbeat			
7973	287866	Another Day, Another Way	m.014nnb9	Volbeat			
7974	287881	Goodmorning	m.0dw5b__	William Fitzsimmons	Male	1978-01-01	Pittsburgh
7975	287889	We Feel Alone	m.0dzgg79	William Fitzsimmons	Male	1978-01-01	Pittsburgh
7976	287900	Summer Sun	m.0nzbcn	Koop			
7977	288002	The Next Time Around	m.0dzm8hl	Little Joy			
7978	288028	Leaving Blues	m.0fvgzz4	Bombay Bicycle Club			
7979	288033	Passion Play	m.0196r76	William Fitzsimmons	Male	1978-01-01	Pittsburgh
7980	288143	Brackett, WI	m.0g6j13g	Bon Iver			
7981	288178	Sweet Pea	m.01d548b	Amos Lee	Male	1978-06-22	Philadelphia
7982	288248	Blue Cassette	m.0rk29mr	Friendly Fires			
7983	288307	My Love (feat. T.I.)	m.0dzj113	Justin Timberlake	Male	1981-01-31	Memphis
7984	288335	Capsize	m.0nnp9x7	Karen O and the Kids	Female	1978-11-22	Busan
7985	288371	New Romantic	m.0f1y_qg	Laura Marling	Female	1990-02-01	England
7986	288436	Under and Over It	m.0nl8_02	Five Finger Death Punch			
7987	288482	Black Dirt	m.01dmskd	Sea Wolf			
7988	288534	If You Don't Wanna Love Me	m.0g8qxps	James Morrison	Male	1986-05-25	Darlington
7989	288572	Locking Up the Sun	m.019zbfk	Poets of the Fall			
7990	288590	When You Came Into My Life	m.0xqkhy	Scorpions			
7991	288628	Open Up Your Eyes	m.0nm4vjf	Daughtry			
7992	288642	Your Betrayal	m.0g22l_s	Bullet for My Valentine			
7993	288652	Doomsday	m.0dr88bl	Atreyu			
7994	288720	Ride the Comet	m.0dw_m9c	Ayreon			
7995	288782	Ich will nicht nach Berlin	m.0shhqjs	Kraftklub			
7996	288787	Zu Jung	m.0fv1103	Kraftklub			
7997	288796	Karl-Marx-Stadt	m.0shzg0x	Kraftklub			
7998	288816	We Don't Eat	m.0fw0cfv	James Vincent McMorrow	Male	1983-01-14	Dublin
7999	288905	Never Close Our Eyes	m.0j76cn7	Adam Lambert	Male	1982-01-29	Indianapolis
8000	288930	Liquid Summer	m.012s_wbt	Diamond Messages			
8001	289081	Cold December Night	m.0rkbvk_	Michael Bublé	Male	1975-09-09	Burnaby
8002	289082	Santa Baby	m.0nl7dkz	Michael Bublé	Male	1975-09-09	Burnaby
8003	289083	Have Yourself a Merry Little Christmas	m.0nn8nkx	Michael Bublé	Male	1975-09-09	Burnaby
8004	289323	Break the Spell	m.0nm470k	Daughtry			
8005	289357	Gotta Get Me Some	m.0nn2bwq	Nickelback			
8006	289394	Never Miss a Beat	m.0dq005b	Kaiser Chiefs			
8007	289623	All Fall Down	m.0dw_f_v	OneRepublic			
8008	289692	Outta My Head	m.0nl7_1h	Daughtry			
8009	289715	07:46	m.0nn45nd	Danger	Male	1984-03-21	Saint-Chamond
8010	289844	Rue Des Cascades	m.0pl_h7	Yann Tiersen	Male	1970-06-23	Brest
8011	289846	La Chambre	m.0pl_jb	Yann Tiersen	Male	1970-06-23	Brest
8012	289848	La Muette	m.0pl_js	Yann Tiersen	Male	1970-06-23	Brest
8013	289883	Kiwi	m.0dnx0dp	Maroon 5			
8014	290078	Mystery of You	m.0f30x8c	Red	Male	1978-01-01	Geneva
8015	290138	I'm Yours, You're Mine	m.0s2tdh	Morphine			
8016	290246	You Can't Hide, You Can't Run	m.018_52r	Dilated Peoples			
8017	290290	Burn One Down	m.0lq2jn	Ben Harper	Male	1969-10-28	Pomona
8019	290436	Big In Japan	m.0ff6ylh	Ane Brun	Female	1976-03-10	Molde Municipality
8020	290506	Steamworks	m.016pzk8	The Presets			
8021	290535	Siempre Me Quedará	m.0x3h4v	Bebe	Female	1978-05-09	Valencia
8022	290586	Beautiful Girl	m.0nnw884	William Fitzsimmons	Male	1978-01-01	Pittsburgh
8023	290599	Strangers In The Night	m.0dv1hxk	Cake			
8024	290603	Short Skirt Long Jacket	m.0lxt3g	Cake			
8025	290650	In Our Blood	m.01dr8gg	Horse Feathers			
8026	290663	And If My Heart Should Somehow Stop	m.0fzn7vd	James Vincent McMorrow	Male	1983-01-14	Dublin
8027	290665	One Red Thread	m.0dx18vk	Blind Pilot			
8028	290720	Every Now And Then	m.0dmd3hw	Noisettes			
8029	290725	Don't Upset The Rhythm (Go Baby Go)	m.0fr2s83	Noisettes			
8030	290729	Wild Young Hearts	m.0dqg4hw	Noisettes			
8031	290874	I Speak Because I Can	m.0nm1shh	Laura Marling	Female	1990-02-01	England
8032	290924	The Winter From Her Leaving	m.0_j42jk	William Fitzsimmons	Male	1978-01-01	Pittsburgh
8033	290959	Dust on the Ground	m.0fvgzzx	Bombay Bicycle Club			
8034	290975	Evening/Morning	m.0f2sxsl	Bombay Bicycle Club			
8035	290993	Komit	m.0scrgh	Juno Reactor			
8036	291052	Lay Your World on Me	m.0dsh043	Ozzy Osbourne	Male	1948-12-03	Marston Green
8037	291091	Small Things	m.0v7t7_	Lali Puna			
8038	291106	The Tide Pulls From the Moon	m.0nlvlhz	William Fitzsimmons	Male	1978-01-01	Pittsburgh
8039	291307	Now You're Gone	m.0d_s9s4	Whitesnake			
8040	291367	She Sun	m.013nz0m	The Subways			
8041	291453	My Society	m.0fld0lh	De-Phazz			
8042	291458	King for a Day	m.0lntsk	Jamiroquai			
8043	291492	Momma's Boy	m.0dv4m1n	Chromeo			
8044	291493	You're So Gangsta	m.0122w_x	Chromeo			
8045	291586	Cancel On Me	m.0dxcvsx	Bombay Bicycle Club			
8046	291649	If I Can't Dance	m.0drtcn3	Sophie Ellis-Bextor			
8047	291722	Everyday	m.0m4s9p	Jamiroquai			
8048	291784	Morning Glory	m.0m4542	Jamiroquai			
8049	291794	Disco Lies	m.0nlfmh3	Moby	Male	1965-09-11	Harlem
8050	292020	Merry blues	m.013wd04	Manu Chao	Male	1961-06-21	Paris
8052	292036	Pala Tute	m.0fx0vbv	Gogol Bordello			
8053	292110	Idealistic	m.0drd82z	Digitalism			
8054	292176	Butterflies	m.0187ytt	Sia	Female	1975-12-18	Adelaide
8055	292178	Everything I Cannot See	m.01dn8vn	Charlotte Gainsbourg	Female	1971-07-21	Marylebone
8056	292183	Slow Peels	m.0fyx40x	Com Truise	Male	1900-01-01	Madison County
8057	292213	Johnny Guitar	m.07mq4dk	Pearl Jam			
8059	292339	The Pieces Don't Fit Anymore	m.01crsjp	James Morrison	Male	1986-05-25	Darlington
8060	292352	Under the Influence	m.01crsj0	James Morrison	Male	1986-05-25	Darlington
8061	292390	Little Lovin'	m.0frk51l	Lissie	Female	1982-11-21	Rock Island
8062	292409	One Way Ride	m.0l_gmv	Hooverphonic			
8064	292422	Father's Son	m.015zqq7	3 Doors Down			
8065	292445	In the Castle	m.0rf4gd9	Wolfmother			
8066	292527	Frei zu sein	m.0f023xp	In Extremo			
8067	292569	Classical Teacher	m.0j6wnd6	Tenacious D			
8068	292578	Mein Leben	m.0nmfz5n	Kraftklub			
8069	292581	Sundial	m.0nnlkv0	Wolfmother			
8070	292583	Violence of the Sun	m.0rf00mp	Wolfmother			
8071	292593	Feng Shui	m.01bpxrv	Gnarls Barkley			
8072	292628	What's The Difference	m.0g1zhq7	Dr. Dre			
8073	292868	Grazes	m.0myznf	Sneaker Pimps			
8074	292966	Into Black	m.0rrdztn	Blouse			
8075	293029	Even in Death	m.0p12jn	Evanescence			
8076	293076	Der Mond	m.0nm6vvz	Deichkind			
8077	293091	Kiro TV	m.0myzl7	Sneaker Pimps			
8078	293142	Happiness Is Easy	m.0rmpkh	Talk Talk			
8079	293209	Small Town Witch	m.0myzlp	Sneaker Pimps			
8080	293240	Back Round	m.0nn6v4f	Wolfmother			
8082	293377	Weight Of Time	m.0164bk3	Rise Against			
8083	293383	Androgyny	m.0_1n_v	Garbage			
8084	293392	Sad Song	m.012qnc8k	Oasis			
8085	293396	Here For You	m.0dsh05d	Ozzy Osbourne	Male	1948-12-03	Marston Green
8087	293437	Peet	m.0ycp2jm	Paul Kalkbrenner	Male	1977-06-11	Leipzig
8088	293456	Cherry Lips (Go Baby Go!)	m.018px0f	Garbage			
8089	293508	The Gulag Orkestar	m.019ww86	Beirut			
8090	293517	The Fuel	m.0myzmk	Sneaker Pimps			
8091	293520	I Can't Escape Myself	m.0r3tvf	The Sound			
8092	293559	Just Gazin'	m.0nlsmf0	Digitalism			
8093	293660	Stoned and Drunk	m.0qbp7j	Black Label Society			
8094	293700	Livin' It Up	m.0dncr2m	Limp Bizkit			
8095	293846	Photobooth	m.0f640jl	Friendly Fires			
8096	293855	President Dead	m.0m78ly	Marilyn Manson	Male	1969-01-05	Canton
8097	293856	A Place in the Dirt	m.0m78ml	Marilyn Manson	Male	1969-01-05	Canton
8098	293873	If You Want	m.0lm5qr	Depeche Mode			
8099	293882	Nothing To Fear	m.0lwxrf	Depeche Mode			
8100	293887	Ice Machine	m.0szjn7	Depeche Mode			
8101	293889	Big Muff	m.019n5n2	Depeche Mode			
8102	293913	The Chauffeur	m.0117wkw	Duran Duran			
8103	293980	The Fixer	m.0frsx9g	Pearl Jam			
8104	294040	Clean My Wounds	m.014npxd	Corrosion of Conformity			
8106	294141	Almost Over	m.0rnvp6	Limp Bizkit			
8107	294144	A Lesson Learned	m.0q0848	Limp Bizkit			
8108	294161	Gipsy Threat	m.0dtpgj1	Ratatat			
8109	294168	Born to Party	m.0f7ynx4	Municipal Waste			
8110	294170	No Education	m.012nsxg	Apocalyptica			
8111	294205	Untouchable	m.0_1p20	Garbage			
8112	294362	Naked Pictures (Of Your Mother)	m.0132h89	Electric Six			
8113	294402	Now We Can See	m.0dmht8c	The Thermals			
8114	294416	So Like a Rose	m.0ly30n	Garbage			
8115	294506	Invert the Idols	m.0qfrks1	Dying Fetus			
8116	294532	Broken English	m.014wjm9	Marianne Faithfull	Female	1946-12-29	Hampstead
8117	294729	Count Souvenirs	m.01cmm3l	Junior Boys			
8118	294748	The Hammer of Thor	m.0drthtg	Týr	Male	19tp://www.wikidata.org/.well-known/genid/6f6217561e4a4d6d227d7533b853d231	Asgard
8119	294749	Dissidence	m.0rf1xns	Dying Fetus			
8120	294757	If We're in Love	m.012l9vv	Róisín Murphy	Female	1973-07-05	Arklow
8121	294758	Dear Diary	m.012l9vm	Róisín Murphy	Female	1973-07-05	Arklow
8122	294760	Night of the Dancing Flame	m.012l9tz	Róisín Murphy	Female	1973-07-05	Arklow
8123	294845	Woman Left Lonely	m.0dr2gl_	Cat Power	Female	1972-01-21	Atlanta
8124	294847	Song to Bobby	m.0dtlspb	Cat Power	Female	1972-01-21	Atlanta
8126	294852	Silver Stallion	m.0dtps10	Cat Power	Female	1972-01-21	Atlanta
8127	294910	Revisionist Past	m.0q87qs2	Dying Fetus			
8128	295013	Requiem In Si Minore	m.0dq02s2	Fleshgod Apocalypse			
8129	295055	Hittite Dung Incantation	m.0nl6g1j	Nile			
8130	295060	XenoChrist	m.0dq8_r3	The Faceless			
8131	295108	Manifest Destiny	m.0nml6xg	Zola Jesus	Female	1989-04-11	Phoenix
8132	295111	I Can't Stand	m.0nlhspm	Zola Jesus	Female	1989-04-11	Phoenix
8133	295127	Bright Side Of The Road	m.0lppp5	Van Morrison	Male	1945-08-31	Belfast
8134	295148	Inamorata	m.0y9_dxg	Animals as Leaders			
8135	295149	CAFO	m.0nkxytf	Animals as Leaders			
8136	295157	Habitual Infamy	m.0p8q96	Suffocation			
8137	295161	Thousands of Christs	m.0ftjzjw	Hour of Penance			
8138	295177	Incontrovertible Doctrines	m.0fwv7fm	Hour of Penance			
8139	295234	Banjo	m.0nlbmyg	Leonard Cohen	Male	1934-09-21	Montreal
8140	295240	Amen	m.0nnzg__	Leonard Cohen	Male	1934-09-21	Montreal
8141	295243	Everything Is Beautiful	m.0fs3316	Kylie Minogue	Female	1968-05-28	Melbourne
8142	295275	At the Guillotine	m.0dq02td	Fleshgod Apocalypse			
8143	295340	Ninety Degrees	m.0y9jd38	Ladytron			
8144	295349	Moon Palace	m.0nljcp3	Ladytron			
8145	295351	Ace of Hz	m.0g73cbb	Ladytron			
8146	295562	The Day Before the Day	m.0rf05p8	Dido	Female	1971-12-25	Kensington
8147	295565	It Comes and It Goes	m.0rf11cn	Dido	Female	1971-12-25	Kensington
8148	295642	Song of Solomon	m.0nlvswn	Animals as Leaders			
8149	295646	Thoroughly at Home	m.0np0bb_	Animals as Leaders			
8150	295660	The Unraveling	m.0164bhl	Rise Against			
8151	295661	401 Kill	m.0164bgy	Rise Against			
8152	295782	A Shrine to Madness	m.0nl73wc	The Black Dahlia Murder			
8153	295858	Metatron	m.0fqxjg0	Decrepit Birth			
8154	295902	I Will Be Found (Lost At Sea)	m.0wj7n_l	John Mayer	Male	1977-10-16	Bridgeport
8155	295905	Waitin' On The Day	m.0wncjrl	John Mayer	Male	1977-10-16	Bridgeport
8156	295918	In Honour of Reason	m.0dq02rx	Fleshgod Apocalypse			
8158	296162	Spoon	m.0wzfxd4	Mazzy Star			
8159	296163	Lay Myself Down	m.0wzfvz0	Mazzy Star			
8160	296190	Seasons of Your Day	m.0wzfvm9	Mazzy Star			
8162	296286	Effigy of the Forgotten	m.0fccrdm	Suffocation			
8163	296550	Out In The Streets	m.014y3dp	The Shangri-Las			
8164	296565	Staying Up	m.0v1_8c7	The Neighbourhood			
8165	296583	Gypsy Heart	m.0sjgbk_	Rival Sons			
8166	296661	Nothing Better (Styrofoam Remix)	m.0__cqb	The Postal Service			
8167	296671	A Tattered Line of String	m.0sl4rgl	The Postal Service			
8168	296695	Well Well Well	m.01dby9r	Milburn			
8169	296804	Every Night I Say a Prayer	m.0sqllbw	Little Boots	Female	1984-05-04	Blackpool
